Runs,Ave,100,Start Date,Name,Country
4692,34,8,01/11/03,Adam Gilchrist,Australia
4696,33.78,8,01/19/03,Adam Gilchrist,Australia
4722,33.72,8,01/21/03,Adam Gilchrist,Australia
4791,34.22,8,01/23/03,Adam Gilchrist,Australia
4817,34.16,8,01/25/03,Adam Gilchrist,Australia
4818,33.92,8,02/11/03,Adam Gilchrist,Australia
4866,34.02,8,02/15/03,Adam Gilchrist,Australia
4927,34.21,8,02/24/03,Adam Gilchrist,Australia
4940,34.06,8,02/27/03,Adam Gilchrist,Australia
4962,33.98,8,03/02/03,Adam Gilchrist,Australia
5061,34.42,8,03/07/03,Adam Gilchrist,Australia
5079,34.31,8,03/11/03,Adam Gilchrist,Australia
5146,34.53,8,03/15/03,Adam Gilchrist,Australia
5168,34.45,8,03/18/03,Adam Gilchrist,Australia
5225,34.6,8,03/23/03,Adam Gilchrist,Australia
5246,34.51,8,05/17/03,Adam Gilchrist,Australia
5273,34.46,8,05/18/03,Adam Gilchrist,Australia
5357,34.78,8,05/24/03,Adam Gilchrist,Australia
5368,34.63,8,05/25/03,Adam Gilchrist,Australia
5432,34.82,8,05/30/03,Adam Gilchrist,Australia
5437,34.63,8,06/01/03,Adam Gilchrist,Australia
5455,34.52,8,08/02/03,Adam Gilchrist,Australia
5455,34.52,8,08/03/03,Adam Gilchrist,Australia
5486,34.5,8,08/06/03,Adam Gilchrist,Australia
5569,34.8,8,10/26/03,Adam Gilchrist,Australia
5598,34.77,8,10/29/03,Adam Gilchrist,Australia
5639,34.8,8,11/01/03,Adam Gilchrist,Australia
5664,34.74,8,11/03/03,Adam Gilchrist,Australia
5775,35.21,9,11/12/03,Adam Gilchrist,Australia
5782,35.04,9,11/18/03,Adam Gilchrist,Australia
5816,35.03,9,01/09/04,Adam Gilchrist,Australia
5850,35.02,9,01/11/04,Adam Gilchrist,Australia
6022,35.84,10,01/16/04,Adam Gilchrist,Australia
6043,35.75,10,01/18/04,Adam Gilchrist,Australia
6138,36.1,10,01/22/04,Adam Gilchrist,Australia
6213,36.33,10,02/01/04,Adam Gilchrist,Australia
6251,36.34,10,02/06/04,Adam Gilchrist,Australia
6280,36.3,10,02/08/04,Adam Gilchrist,Australia
6346,36.47,10,02/20/04,Adam Gilchrist,Australia
6346,36.26,10,02/22/04,Adam Gilchrist,Australia
6346,36.05,10,02/25/04,Adam Gilchrist,Australia
6360,35.93,10,02/27/04,Adam Gilchrist,Australia
6378,35.83,10,02/29/04,Adam Gilchrist,Australia
6404,35.77,10,05/25/04,Adam Gilchrist,Australia
6424,35.68,10,05/27/04,Adam Gilchrist,Australia
6468,35.73,10,05/29/04,Adam Gilchrist,Australia
6492,35.86,10,09/13/04,Adam Gilchrist,Australia
6496,35.69,10,09/16/04,Adam Gilchrist,Australia
6533,35.69,10,09/21/04,Adam Gilchrist,Australia
6601,35.87,10,12/05/04,Adam Gilchrist,Australia
6661,36,10,12/08/04,Adam Gilchrist,Australia
6685,35.94,10,01/10/05,Adam Gilchrist,Australia
6685,35.74,10,01/14/05,Adam Gilchrist,Australia
6691,35.59,10,01/21/05,Adam Gilchrist,Australia
6738,35.65,10,01/30/05,Adam Gilchrist,Australia
6762,35.58,10,02/04/05,Adam Gilchrist,Australia
6802,35.61,10,02/06/05,Adam Gilchrist,Australia
6806,35.44,10,02/19/05,Adam Gilchrist,Australia
6806,35.26,10,02/22/05,Adam Gilchrist,Australia
6824,35.17,10,02/26/05,Adam Gilchrist,Australia
6878,35.27,10,03/01/05,Adam Gilchrist,Australia
6969,35.55,10,03/05/05,Adam Gilchrist,Australia
6969,35.37,10,06/18/05,Adam Gilchrist,Australia
6995,35.32,10,06/19/05,Adam Gilchrist,Australia
7013,35.24,10,06/23/05,Adam Gilchrist,Australia
7079,35.57,10,06/25/05,Adam Gilchrist,Australia
7098,35.49,10,06/28/05,Adam Gilchrist,Australia
7143,35.53,10,06/30/05,Adam Gilchrist,Australia
7170,35.49,10,07/02/05,Adam Gilchrist,Australia
7212,35.52,10,07/07/05,Adam Gilchrist,Australia
7241,35.49,10,07/10/05,Adam Gilchrist,Australia
7362,36.08,11,07/12/05,Adam Gilchrist,Australia
7407,36.13,11,10/05/05,Adam Gilchrist,Australia
7510,36.45,12,10/07/05,Adam Gilchrist,Australia
7542,36.43,12,10/09/05,Adam Gilchrist,Australia
7545,36.27,12,12/03/05,Adam Gilchrist,Australia
7553,36.13,12,12/07/05,Adam Gilchrist,Australia
7553,35.96,12,12/10/05,Adam Gilchrist,Australia
7566,35.85,12,01/13/06,Adam Gilchrist,Australia
7566,35.68,12,01/15/06,Adam Gilchrist,Australia
7600,35.68,12,01/26/06,Adam Gilchrist,Australia
7716,36.05,13,01/29/06,Adam Gilchrist,Australia
7749,36.04,13,02/03/06,Adam Gilchrist,Australia
7837,36.28,13,02/05/06,Adam Gilchrist,Australia
7863,36.23,13,02/10/06,Adam Gilchrist,Australia
7863,36.06,13,02/12/06,Adam Gilchrist,Australia
7985,36.46,14,02/14/06,Adam Gilchrist,Australia
7999,36.35,14,02/26/06,Adam Gilchrist,Australia
8000,36.19,14,03/03/06,Adam Gilchrist,Australia
8025,36.14,14,03/05/06,Adam Gilchrist,Australia
8070,36.18,14,03/10/06,Adam Gilchrist,Australia
8125,36.27,14,03/12/06,Adam Gilchrist,Australia
8201,36.44,14,04/23/06,Adam Gilchrist,Australia
8233,36.42,14,04/26/06,Adam Gilchrist,Australia
8233,36.42,14,04/28/06,Adam Gilchrist,Australia
8325,36.67,14,10/18/06,Adam Gilchrist,Australia
8335,36.55,14,10/21/06,Adam Gilchrist,Australia
8358,36.49,14,10/29/06,Adam Gilchrist,Australia
8361,36.35,14,11/01/06,Adam Gilchrist,Australia
8363,36.2,14,11/05/06,Adam Gilchrist,Australia
8423,36.3,14,01/12/07,Adam Gilchrist,Australia
8484,36.41,14,01/14/07,Adam Gilchrist,Australia
8492,36.29,14,01/19/07,Adam Gilchrist,Australia
8495,36.14,14,01/21/07,Adam Gilchrist,Australia
8518,36.09,14,01/26/07,Adam Gilchrist,Australia
8531,35.99,14,01/28/07,Adam Gilchrist,Australia
8531,35.84,14,02/02/07,Adam Gilchrist,Australia
8560,35.81,14,02/04/07,Adam Gilchrist,Australia
8565,35.68,14,02/09/07,Adam Gilchrist,Australia
8585,35.62,14,02/11/07,Adam Gilchrist,Australia
8631,35.66,14,03/14/07,Adam Gilchrist,Australia
8688,35.75,14,03/18/07,Adam Gilchrist,Australia
8730,35.77,14,03/24/07,Adam Gilchrist,Australia
8737,35.66,14,03/27/07,Adam Gilchrist,Australia
8796,35.9,14,03/31/07,Adam Gilchrist,Australia
8823,35.86,14,04/08/07,Adam Gilchrist,Australia
8857,35.85,14,04/13/07,Adam Gilchrist,Australia
8887,35.83,14,04/16/07,Adam Gilchrist,Australia
8888,35.69,14,04/20/07,Adam Gilchrist,Australia
8889,35.55,14,04/25/07,Adam Gilchrist,Australia
9038,36,15,04/28/07,Adam Gilchrist,Australia
9050,35.91,15,09/29/07,Adam Gilchrist,Australia
9050,35.77,15,10/02/07,Adam Gilchrist,Australia
9079,35.74,15,10/05/07,Adam Gilchrist,Australia
9097,35.67,15,10/08/07,Adam Gilchrist,Australia
9176,35.98,15,10/11/07,Adam Gilchrist,Australia
9227,36.04,15,10/14/07,Adam Gilchrist,Australia
9246,35.97,15,10/17/07,Adam Gilchrist,Australia
9297,36.03,15,12/14/07,Adam Gilchrist,Australia
9297,36.03,15,12/16/07,Adam Gilchrist,Australia
9311,35.94,15,02/03/08,Adam Gilchrist,Australia
9372,36.04,15,02/08/08,Adam Gilchrist,Australia
9372,35.9,15,02/10/08,Adam Gilchrist,Australia
9490,36.22,16,02/15/08,Adam Gilchrist,Australia
9505,36.14,16,02/17/08,Adam Gilchrist,Australia
9511,36.02,16,02/22/08,Adam Gilchrist,Australia
9527,35.95,16,02/24/08,Adam Gilchrist,Australia
9610,36.12,16,02/29/08,Adam Gilchrist,Australia
9617,36.01,16,03/02/08,Adam Gilchrist,Australia
9619,35.89,16,03/04/08,Adam Gilchrist,Australia
47,-,0,01/20/85,Mohammad Azharuddin,India
94,94,0,01/23/85,Mohammad Azharuddin,India
104,52,0,01/27/85,Mohammad Azharuddin,India
197,98.5,0,02/20/85,Mohammad Azharuddin,India
242,80.66,0,02/26/85,Mohammad Azharuddin,India
242,60.5,0,03/03/85,Mohammad Azharuddin,India
266,53.2,0,03/05/85,Mohammad Azharuddin,India
291,48.5,0,03/10/85,Mohammad Azharuddin,India
338,48.28,0,03/22/85,Mohammad Azharuddin,India
360,45,0,03/29/85,Mohammad Azharuddin,India
367,40.77,0,08/25/85,Mohammad Azharuddin,India
393,39.3,0,09/21/85,Mohammad Azharuddin,India
406,36.9,0,09/22/85,Mohammad Azharuddin,India
409,34.08,0,11/17/85,Mohammad Azharuddin,India
444,34.15,0,11/22/85,Mohammad Azharuddin,India
457,32.64,0,01/11/86,Mohammad Azharuddin,India
492,32.8,0,01/12/86,Mohammad Azharuddin,India
503,33.53,0,01/16/86,Mohammad Azharuddin,India
514,32.12,0,01/18/86,Mohammad Azharuddin,India
531,33.18,0,01/21/86,Mohammad Azharuddin,India
543,31.94,0,01/23/86,Mohammad Azharuddin,India
612,36,0,01/25/86,Mohammad Azharuddin,India
614,34.11,0,01/26/86,Mohammad Azharuddin,India
614,34.11,0,01/31/86,Mohammad Azharuddin,India
617,32.47,0,02/02/86,Mohammad Azharuddin,India
618,30.9,0,02/05/86,Mohammad Azharuddin,India
632,30.09,0,02/09/86,Mohammad Azharuddin,India
638,29,0,04/10/86,Mohammad Azharuddin,India
668,29.04,0,04/13/86,Mohammad Azharuddin,India
668,29.04,0,04/18/86,Mohammad Azharuddin,India
751,32.65,0,05/24/86,Mohammad Azharuddin,India
758,31.58,0,05/26/86,Mohammad Azharuddin,India
758,31.58,0,09/07/86,Mohammad Azharuddin,India
774,30.96,0,09/09/86,Mohammad Azharuddin,India
782,31.28,0,09/24/86,Mohammad Azharuddin,India
797,30.65,0,10/02/86,Mohammad Azharuddin,India
807,29.88,0,10/05/86,Mohammad Azharuddin,India
835,29.82,0,10/07/86,Mohammad Azharuddin,India
885,31.6,0,11/27/86,Mohammad Azharuddin,India
923,31.82,0,11/30/86,Mohammad Azharuddin,India
972,32.4,0,12/05/86,Mohammad Azharuddin,India
972,32.4,0,01/11/87,Mohammad Azharuddin,India
978,31.54,0,01/13/87,Mohammad Azharuddin,India
983,30.71,0,01/15/87,Mohammad Azharuddin,India
1091,34.09,1,01/17/87,Mohammad Azharuddin,India
1108,33.57,1,01/27/87,Mohammad Azharuddin,India
1157,34.02,1,02/18/87,Mohammad Azharuddin,India
1175,33.57,1,03/20/87,Mohammad Azharuddin,India
1175,32.63,1,03/22/87,Mohammad Azharuddin,India
1187,32.08,1,03/24/87,Mohammad Azharuddin,India
1187,32.08,1,03/26/87,Mohammad Azharuddin,India
1211,32.72,1,04/02/87,Mohammad Azharuddin,India
1295,34.07,1,04/05/87,Mohammad Azharuddin,India
1296,33.23,1,04/10/87,Mohammad Azharuddin,India
1306,32.65,1,10/09/87,Mohammad Azharuddin,India
1327,32.36,1,10/14/87,Mohammad Azharuddin,India
1327,32.36,1,10/17/87,Mohammad Azharuddin,India
1381,33.68,1,10/22/87,Mohammad Azharuddin,India
1381,33.68,1,10/26/87,Mohammad Azharuddin,India
1422,34.68,1,10/31/87,Mohammad Azharuddin,India
1486,35.38,1,11/05/87,Mohammad Azharuddin,India
1489,34.62,1,12/23/87,Mohammad Azharuddin,India
1533,34.84,1,01/02/88,Mohammad Azharuddin,India
1557,34.6,1,01/05/88,Mohammad Azharuddin,India
1559,33.89,1,01/19/88,Mohammad Azharuddin,India
1582,33.65,1,01/22/88,Mohammad Azharuddin,India
1618,33.7,1,01/25/88,Mohammad Azharuddin,India
1625,33.16,1,03/25/88,Mohammad Azharuddin,India
1654,33.08,1,03/27/88,Mohammad Azharuddin,India
1660,32.54,1,04/01/88,Mohammad Azharuddin,India
1665,32.64,1,10/16/88,Mohammad Azharuddin,India
1691,32.51,1,10/19/88,Mohammad Azharuddin,India
1716,32.37,1,10/21/88,Mohammad Azharuddin,India
1716,32.37,1,10/27/88,Mohammad Azharuddin,India
1750,32.4,1,10/29/88,Mohammad Azharuddin,India
1765,32.09,1,10/31/88,Mohammad Azharuddin,India
1765,31.51,1,11/04/88,Mohammad Azharuddin,India
1813,32.37,1,12/10/88,Mohammad Azharuddin,India
1845,32.36,1,12/12/88,Mohammad Azharuddin,India
1862,32.1,1,12/15/88,Mohammad Azharuddin,India
1970,33.96,2,12/17/88,Mohammad Azharuddin,India
1980,33.55,2,03/07/89,Mohammad Azharuddin,India
1999,33.31,2,03/09/89,Mohammad Azharuddin,India
2035,33.36,2,03/11/89,Mohammad Azharuddin,India
2062,33.25,2,03/18/89,Mohammad Azharuddin,India
2081,33.03,2,03/21/89,Mohammad Azharuddin,India
2095,32.73,2,10/13/89,Mohammad Azharuddin,India
2097,32.76,2,10/15/89,Mohammad Azharuddin,India
2125,32.69,2,10/16/89,Mohammad Azharuddin,India
2137,32.37,2,10/20/89,Mohammad Azharuddin,India
2163,32.28,2,10/22/89,Mohammad Azharuddin,India
2181,32.07,2,10/23/89,Mohammad Azharuddin,India
2181,32.07,2,10/25/89,Mohammad Azharuddin,India
2189,31.72,2,10/27/89,Mohammad Azharuddin,India
2227,31.81,2,10/30/89,Mohammad Azharuddin,India
2248,31.66,2,12/18/89,Mohammad Azharuddin,India
2248,31.66,2,12/20/89,Mohammad Azharuddin,India
2252,31.27,2,12/22/89,Mohammad Azharuddin,India
2264,31.01,2,03/01/90,Mohammad Azharuddin,India
2290,30.94,2,03/03/90,Mohammad Azharuddin,India
2319,30.92,2,03/06/90,Mohammad Azharuddin,India
2356,31,2,03/08/90,Mohammad Azharuddin,India
2464,32,3,04/25/90,Mohammad Azharuddin,India
2542,33.01,3,04/27/90,Mohammad Azharuddin,India
2597,33.72,3,07/18/90,Mohammad Azharuddin,India
2660,34.54,3,07/20/90,Mohammad Azharuddin,India
2662,34.12,3,12/01/90,Mohammad Azharuddin,India
2714,34.79,3,12/05/90,Mohammad Azharuddin,India
2734,34.6,3,12/08/90,Mohammad Azharuddin,India
2734,34.6,3,12/25/90,Mohammad Azharuddin,India
2774,34.67,3,12/28/90,Mohammad Azharuddin,India
2828,35.35,3,01/04/91,Mohammad Azharuddin,India
2860,35.3,3,10/18/91,Mohammad Azharuddin,India
2872,35.02,3,10/19/91,Mohammad Azharuddin,India
2891,35.25,3,10/22/91,Mohammad Azharuddin,India
2891,34.83,3,10/23/91,Mohammad Azharuddin,India
2891,34.41,3,10/25/91,Mohammad Azharuddin,India
2907,34.2,3,11/10/91,Mohammad Azharuddin,India
2926,34.02,3,11/12/91,Mohammad Azharuddin,India
2932,33.7,3,12/06/91,Mohammad Azharuddin,India
2938,33.38,3,12/08/91,Mohammad Azharuddin,India
2959,33.62,3,12/10/91,Mohammad Azharuddin,India
2990,33.97,3,12/14/91,Mohammad Azharuddin,India
3003,33.74,3,12/15/91,Mohammad Azharuddin,India
3011,33.45,3,01/11/92,Mohammad Azharuddin,India
3033,33.32,3,01/14/92,Mohammad Azharuddin,India
3038,33.02,3,01/16/92,Mohammad Azharuddin,India
3051,32.8,3,01/18/92,Mohammad Azharuddin,India
3062,32.57,3,01/20/92,Mohammad Azharuddin,India
3062,32.23,3,02/22/92,Mohammad Azharuddin,India
3062,32.23,3,02/28/92,Mohammad Azharuddin,India
3155,32.86,3,03/01/92,Mohammad Azharuddin,India
3187,32.85,3,03/04/92,Mohammad Azharuddin,India
3199,32.64,3,03/07/92,Mohammad Azharuddin,India
3260,32.92,3,03/10/92,Mohammad Azharuddin,India
3315,33.15,3,03/12/92,Mohammad Azharuddin,India
3394,33.6,3,03/15/92,Mohammad Azharuddin,India
3423,33.55,3,10/25/92,Mohammad Azharuddin,India
3432,33.32,3,12/07/92,Mohammad Azharuddin,India
3437,33.04,3,12/09/92,Mohammad Azharuddin,India
3455,32.9,3,12/11/92,Mohammad Azharuddin,India
3504,33.05,3,12/13/92,Mohammad Azharuddin,India
3590,33.86,3,12/15/92,Mohammad Azharuddin,India
3631,33.93,3,12/17/92,Mohammad Azharuddin,India
3655,33.84,3,12/19/92,Mohammad Azharuddin,India
3661,33.58,3,01/18/93,Mohammad Azharuddin,India
3697,33.6,3,01/21/93,Mohammad Azharuddin,India
3698,33.31,3,02/26/93,Mohammad Azharuddin,India
3721,33.22,3,03/01/93,Mohammad Azharuddin,India
3795,33.58,3,03/04/93,Mohammad Azharuddin,India
3890,34.42,3,03/05/93,Mohammad Azharuddin,India
3898,34.19,3,03/19/93,Mohammad Azharuddin,India
3913,34.32,3,03/22/93,Mohammad Azharuddin,India
3913,34.32,3,03/25/93,Mohammad Azharuddin,India
3966,34.48,3,07/25/93,Mohammad Azharuddin,India
4028,34.72,3,08/12/93,Mohammad Azharuddin,India
4113,35.15,3,08/14/93,Mohammad Azharuddin,India
4188,35.79,3,11/07/93,Mohammad Azharuddin,India
4211,35.68,3,11/16/93,Mohammad Azharuddin,India
4265,36.14,3,11/18/93,Mohammad Azharuddin,India
4296,36.1,3,11/22/93,Mohammad Azharuddin,India
4386,36.55,3,11/24/93,Mohammad Azharuddin,India
4424,36.56,3,11/27/93,Mohammad Azharuddin,India
4438,36.37,3,02/15/94,Mohammad Azharuddin,India
4454,36.21,3,02/18/94,Mohammad Azharuddin,India
4465,36,3,02/20/94,Mohammad Azharuddin,India
4474,35.79,3,03/25/94,Mohammad Azharuddin,India
4486,35.88,3,03/27/94,Mohammad Azharuddin,India
4510,35.79,3,03/30/94,Mohammad Azharuddin,India
4511,35.51,3,04/02/94,Mohammad Azharuddin,India
4592,35.87,3,04/13/94,Mohammad Azharuddin,India
4621,35.82,3,04/15/94,Mohammad Azharuddin,India
4657,36.1,3,04/19/94,Mohammad Azharuddin,India
4660,35.84,3,04/22/94,Mohammad Azharuddin,India
4660,35.84,3,09/04/94,Mohammad Azharuddin,India
4685,35.76,3,09/05/94,Mohammad Azharuddin,India
4716,35.72,3,09/09/94,Mohammad Azharuddin,India
4761,35.79,3,09/17/94,Mohammad Azharuddin,India
4762,35.53,3,10/17/94,Mohammad Azharuddin,India
4796,35.52,3,10/20/94,Mohammad Azharuddin,India
4877,35.86,3,10/23/94,Mohammad Azharuddin,India
4924,36.2,3,10/28/94,Mohammad Azharuddin,India
4950,36.13,3,10/30/94,Mohammad Azharuddin,India
5008,36.55,3,11/03/94,Mohammad Azharuddin,India
5049,36.58,3,11/05/94,Mohammad Azharuddin,India
5094,36.64,3,11/07/94,Mohammad Azharuddin,India
5111,36.76,3,11/09/94,Mohammad Azharuddin,India
5113,36.52,3,11/11/94,Mohammad Azharuddin,India
5141,36.46,3,02/16/95,Mohammad Azharuddin,India
5161,36.34,3,02/18/95,Mohammad Azharuddin,India
5186,36.26,3,02/22/95,Mohammad Azharuddin,India
5186,36.26,3,04/05/95,Mohammad Azharuddin,India
5197,36.09,3,04/07/95,Mohammad Azharuddin,India
5197,36.09,3,04/09/95,Mohammad Azharuddin,India
5287,36.71,3,04/14/95,Mohammad Azharuddin,India
5319,36.68,3,11/15/95,Mohammad Azharuddin,India
5336,36.54,3,11/18/95,Mohammad Azharuddin,India
5394,36.69,3,11/24/95,Mohammad Azharuddin,India
5395,36.45,3,11/26/95,Mohammad Azharuddin,India
5399,36.23,3,11/29/95,Mohammad Azharuddin,India
5399,36.23,3,02/18/96,Mohammad Azharuddin,India
5431,36.2,3,02/21/96,Mohammad Azharuddin,India
5441,36.03,3,02/27/96,Mohammad Azharuddin,India
5513,36.5,3,03/02/96,Mohammad Azharuddin,India
5515,36.28,3,03/06/96,Mohammad Azharuddin,India
5542,36.22,3,03/09/96,Mohammad Azharuddin,India
5542,35.98,3,03/13/96,Mohammad Azharuddin,India
5551,35.81,3,04/03/96,Mohammad Azharuddin,India
5580,35.76,3,04/05/96,Mohammad Azharuddin,India
5587,35.58,3,04/12/96,Mohammad Azharuddin,India
5615,35.53,3,04/14/96,Mohammad Azharuddin,India
5644,35.72,3,04/15/96,Mohammad Azharuddin,India
5648,35.52,3,04/17/96,Mohammad Azharuddin,India
5687,35.54,3,04/19/96,Mohammad Azharuddin,India
5702,35.63,3,05/23/96,Mohammad Azharuddin,India
5742,35.66,3,05/25/96,Mohammad Azharuddin,India
5815,36.11,3,05/26/96,Mohammad Azharuddin,India
5873,36.25,3,08/28/96,Mohammad Azharuddin,India
5913,36.5,3,09/01/96,Mohammad Azharuddin,India
5916,36.29,3,09/06/96,Mohammad Azharuddin,India
5946,36.47,3,09/16/96,Mohammad Azharuddin,India
6034,36.79,3,09/17/96,Mohammad Azharuddin,India
6072,36.8,3,09/18/96,Mohammad Azharuddin,India
6088,36.67,3,09/21/96,Mohammad Azharuddin,India
6090,36.46,3,09/23/96,Mohammad Azharuddin,India
6122,36.44,3,10/17/96,Mohammad Azharuddin,India
6123,36.23,3,10/21/96,Mohammad Azharuddin,India
6179,36.56,3,10/23/96,Mohammad Azharuddin,India
6188,36.4,3,10/29/96,Mohammad Azharuddin,India
6282,36.73,3,11/03/96,Mohammad Azharuddin,India
6308,36.67,3,11/06/96,Mohammad Azharuddin,India
6330,36.58,3,12/14/96,Mohammad Azharuddin,India
6382,36.67,3,01/23/97,Mohammad Azharuddin,India
6388,36.5,3,01/27/97,Mohammad Azharuddin,India
6445,36.61,3,02/02/97,Mohammad Azharuddin,India
6458,36.48,3,02/04/97,Mohammad Azharuddin,India
6502,36.52,3,02/07/97,Mohammad Azharuddin,India
6504,36.33,3,02/09/97,Mohammad Azharuddin,India
6564,36.46,3,02/12/97,Mohammad Azharuddin,India
6609,36.51,3,02/13/97,Mohammad Azharuddin,India
6633,36.44,3,02/15/97,Mohammad Azharuddin,India
6636,36.26,3,04/26/97,Mohammad Azharuddin,India
6636,36.26,3,04/27/97,Mohammad Azharuddin,India
6660,36.19,3,04/30/97,Mohammad Azharuddin,India
6700,36.21,3,05/03/97,Mohammad Azharuddin,India
6781,36.65,3,07/18/97,Mohammad Azharuddin,India
6781,36.65,3,07/20/97,Mohammad Azharuddin,India
6804,36.77,3,07/24/97,Mohammad Azharuddin,India
6885,37.01,3,07/26/97,Mohammad Azharuddin,India
6996,37.61,4,08/17/97,Mohammad Azharuddin,India
6997,37.41,4,08/20/97,Mohammad Azharuddin,India
7031,37.39,4,08/23/97,Mohammad Azharuddin,India
7096,37.54,4,08/24/97,Mohammad Azharuddin,India
7148,37.62,4,09/13/97,Mohammad Azharuddin,India
7169,37.73,4,09/14/97,Mohammad Azharuddin,India
7169,37.73,4,09/17/97,Mohammad Azharuddin,India
7236,37.88,4,09/18/97,Mohammad Azharuddin,India
7243,37.72,4,09/20/97,Mohammad Azharuddin,India
7293,37.78,4,09/21/97,Mohammad Azharuddin,India
7324,37.75,4,09/28/97,Mohammad Azharuddin,India
7330,37.58,4,09/30/97,Mohammad Azharuddin,India
7336,37.42,4,10/02/97,Mohammad Azharuddin,India
7339,37.25,4,12/11/97,Mohammad Azharuddin,India
7378,37.26,4,12/14/97,Mohammad Azharuddin,India
7382,37.09,4,12/16/97,Mohammad Azharuddin,India
7410,37.23,4,12/22/97,Mohammad Azharuddin,India
7410,37.23,4,12/25/97,Mohammad Azharuddin,India
7434,37.17,4,12/28/97,Mohammad Azharuddin,India
7518,37.4,4,01/10/98,Mohammad Azharuddin,India
7618,37.71,5,01/11/98,Mohammad Azharuddin,India
7648,37.86,5,01/14/98,Mohammad Azharuddin,India
7714,38,5,01/16/98,Mohammad Azharuddin,India
7718,37.83,5,01/18/98,Mohammad Azharuddin,India
7800,38.04,5,04/01/98,Mohammad Azharuddin,India
7800,37.86,5,04/05/98,Mohammad Azharuddin,India
7803,37.69,5,04/07/98,Mohammad Azharuddin,India
7956,38.43,6,04/09/98,Mohammad Azharuddin,India
8000,38.46,6,04/14/98,Mohammad Azharuddin,India
8031,38.42,6,04/17/98,Mohammad Azharuddin,India
8040,38.28,6,04/19/98,Mohammad Azharuddin,India
8051,38.15,6,04/20/98,Mohammad Azharuddin,India
8065,38.04,6,04/22/98,Mohammad Azharuddin,India
8123,38.13,6,04/24/98,Mohammad Azharuddin,India
8154,38.1,6,05/14/98,Mohammad Azharuddin,India
8163,37.96,6,05/28/98,Mohammad Azharuddin,India
8163,37.96,6,05/31/98,Mohammad Azharuddin,India
8218,38.22,6,06/19/98,Mohammad Azharuddin,India
8271,38.46,6,06/23/98,Mohammad Azharuddin,India
8279,38.32,6,07/01/98,Mohammad Azharuddin,India
8279,38.32,6,07/03/98,Mohammad Azharuddin,India
8284,38.17,6,07/07/98,Mohammad Azharuddin,India
8312,38.12,6,09/12/98,Mohammad Azharuddin,India
8337,38.06,6,09/13/98,Mohammad Azharuddin,India
8338,37.9,6,09/16/98,Mohammad Azharuddin,India
8378,37.9,6,09/19/98,Mohammad Azharuddin,India
8479,38.19,7,09/20/98,Mohammad Azharuddin,India
8479,38.19,7,09/26/98,Mohammad Azharuddin,India
8551,38.34,7,09/27/98,Mohammad Azharuddin,India
8553,38.18,7,09/30/98,Mohammad Azharuddin,India
8553,38.01,7,10/28/98,Mohammad Azharuddin,India
8554,37.84,7,10/31/98,Mohammad Azharuddin,India
8648,38.09,7,11/06/98,Mohammad Azharuddin,India
8676,38.05,7,11/08/98,Mohammad Azharuddin,India
8702,38,7,11/09/98,Mohammad Azharuddin,India
8702,38,7,11/13/98,Mohammad Azharuddin,India
8711,37.87,7,01/09/99,Mohammad Azharuddin,India
8718,37.74,7,01/12/99,Mohammad Azharuddin,India
8770,37.8,7,01/14/99,Mohammad Azharuddin,India
8805,37.78,7,01/16/99,Mohammad Azharuddin,India
8868,37.89,7,01/19/99,Mohammad Azharuddin,India
8871,37.74,7,03/22/99,Mohammad Azharuddin,India
8872,37.59,7,03/24/99,Mohammad Azharuddin,India
8873,37.43,7,04/08/99,Mohammad Azharuddin,India
8947,37.75,7,04/09/99,Mohammad Azharuddin,India
8949,37.6,7,04/16/99,Mohammad Azharuddin,India
8973,37.54,7,05/15/99,Mohammad Azharuddin,India
8980,37.41,7,05/19/99,Mohammad Azharuddin,India
8980,37.41,7,05/23/99,Mohammad Azharuddin,India
8992,37.46,7,05/26/99,Mohammad Azharuddin,India
9018,37.41,7,05/29/99,Mohammad Azharuddin,India
9021,37.27,7,06/04/99,Mohammad Azharuddin,India
9080,37.36,7,06/08/99,Mohammad Azharuddin,India
9110,37.33,7,06/12/99,Mohammad Azharuddin,India
9152,37.35,7,03/09/00,Mohammad Azharuddin,India
9181,37.32,7,03/12/00,Mohammad Azharuddin,India
9183,37.17,7,03/15/00,Mohammad Azharuddin,India
9222,37.18,7,03/17/00,Mohammad Azharuddin,India
9229,37.06,7,03/22/00,Mohammad Azharuddin,India
9283,37.13,7,03/23/00,Mohammad Azharuddin,India
9303,37.06,7,03/26/00,Mohammad Azharuddin,India
9339,37.05,7,03/27/00,Mohammad Azharuddin,India
9374,37.19,7,05/30/00,Mohammad Azharuddin,India
9377,37.06,7,06/01/00,Mohammad Azharuddin,India
9378,36.92,7,06/03/00,Mohammad Azharuddin,India
8,8,0,03/31/84,Aravinda de Silva,Sri Lanka
15,7.5,0,04/01/84,Aravinda de Silva,Sri Lanka
29,14.5,0,04/06/84,Aravinda de Silva,Sri Lanka
40,13.33,0,04/08/84,Aravinda de Silva,Sri Lanka
90,30,0,11/03/84,Aravinda de Silva,Sri Lanka
105,26.25,0,11/04/84,Aravinda de Silva,Sri Lanka
122,24.4,0,01/08/85,Aravinda de Silva,Sri Lanka
130,21.66,0,01/10/85,Aravinda de Silva,Sri Lanka
143,20.42,0,01/12/85,Aravinda de Silva,Sri Lanka
